_id,회사명,"수수료
부과기준",기준일자,거래금액,구분,오프라인,HTS,ARS,스마트폰,오프라인.1,HTS.1,ARS.1,스마트폰.1,비고
67611df0b140033f893c20ba,엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,50만원,변경후,2400.0,75.0,500.0,75.0,1500.0,75.0,500.0,75.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
67611df0b140033f893c20c7,케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,50만원,변경후,3750.0,2500.0,31458.531710442025,450.0,3750.0,75.0,30493.07729138167,75.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
67611df0b140033f893c20e6,유화증권,/img/sub/ico_pdf.gif,2012/05/02,100만원,변경후,4490.0,790.0,2490.0,18626.04380952381,4490.0,790.0,2490.0,14638.94064516129,증권유관기관 수수료인하('12.5.2)부분 반영
67611df0b140033f893c20f5,NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,100만원,변경후,4972.0,2442.0,2472.0,2472.0,4972.0,2442.0,2472.0,2472.0,NAMUH 100
67611df0b140033f893c20f8,한양증권,/img/sub/ico_hwp.gif,2021/09/06,100만원,변경후,4973.0,2173.0,0.0,1000.0,4973.0,2173.0,0.0,1000.0,ARS 서비스종료로 증권사지점개설계좌 수수료 기준삭제
67611df0b140033f893c210a,현대차증권,/img/sub/ico_xlsx.gif,2013/07/01,100만원,변경후,79405.50729335494,3081.0,31458.531710442025,18626.04380952381,76012.30627062706,10183.556628056627,30493.07729138167,14638.94064516129,* 코넥스 : 거래소 코스닥시장과 동일하게 적용(2013.07.01부) / ELW : 0.0681%(일괄적용)
67611df0b140033f893c2110,아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,100만원,변경후,4972.0,2372.0,2472.0,2372.0,4972.0,2372.0,2472.0,2372.0,유관수수료인하
67611df0b140033f893c2116,한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,100만원,변경후,4971.0,3271.0,2471.0,3271.0,76012.30627062706,141.0,2471.0,141.0,코스피/코스닥/장외단주/코넥스
67611df0b140033f893c2122,엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,100만원,변경후,4800.0,150.0,1000.0,150.0,3000.0,150.0,1000.0,150.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
67611df0b140033f893c212f,케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,100만원,변경후,6000.0,3000.0,31458.531710442025,900.0,6000.0,150.0,30493.07729138167,150.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
67611df0b140033f893c2145,SK증권,/img/sub/ico_xls.gif,2015/06/01,500만원,변경후,25000.0,7500.0,12500.0,7500.0,25000.0,750.0,12500.0,7500.0,증권통App 수수료율 변경
67611df0b140033f893c214e,유화증권,/img/sub/ico_pdf.gif,2012/05/02,500만원,변경후,24950.0,3950.0,12450.0,18626.04380952381,24950.0,3950.0,12450.0,14638.94064516129,증권유관기관 수수료인하('12.5.2)부분 반영
67611df0b140033f893c215a,NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,500만원,변경후,24860.0,8908.0,9858.0,9858.0,24860.0,8908.0,9858.0,9858.0,NAMUH 500
67611df0b140033f893c2172,아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,500만원,변경후,24860.0,4860.0,12360.0,4860.0,24860.0,4860.0,12360.0,4860.0,유관수수료인하
67611df0b140033f893c2176,한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,500만원,변경후,24857.0,7857.0,12357.0,7857.0,76012.30627062706,703.0,12357.0,703.0,코스피/코스닥/장외단주/코넥스
67611df0b140033f893c2182,엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,500만원,변경후,24000.0,750.0,5000.0,750.0,15000.0,750.0,5000.0,750.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
67611df0b140033f893c218f,케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,500만원,변경후,24000.0,9000.0,31458.531710442025,4500.0,24000.0,750.0,30493.07729138167,750.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
67611df0b140033f893c21a5,SK증권,/img/sub/ico_xls.gif,2015/06/01,1000만원,변경후,50000.0,14000.0,25000.0,14000.0,50000.0,1500.0,25000.0,14000.0,증권통App 수수료율 변경
67611df0b140033f893c21ae,유화증권,/img/sub/ico_pdf.gif,2012/05/02,1000만원,변경후,44910.0,5910.0,24910.0,18626.04380952381,44910.0,5910.0,24910.0,14638.94064516129,증권유관기관 수수료인하('12.5.2)부분 반영
67611df0b140033f893c21ba,NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,1000만원,변경후,49720.0,14916.0,19716.0,19716.0,49720.0,14916.0,19716.0,19716.0,NAMUH 1000
67611df0b140033f893c21ce,현대차증권,/img/sub/ico_xlsx.gif,2013/07/01,1000만원,변경후,79405.50729335494,15810.0,31458.531710442025,18626.04380952381,76012.30627062706,10183.556628056627,30493.07729138167,14638.94064516129,* 코넥스 : 거래소 코스닥시장과 동일하게 적용(2013.07.01부) / ELW : 0.0681%(일괄적용)
67611df0b140033f893c21d4,아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,1000만원,변경후,49720.0,9720.0,24720.0,9720.0,49720.0,9720.0,24720.0,9720.0,유관수수료인하
67611df0b140033f893c21d8,한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,1000만원,변경후,49715.0,14215.0,24715.0,14215.0,76012.30627062706,1405.0,24715.0,1405.0,코스피/코스닥/장외단주/코넥스
67611df0b140033f893c21e4,엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,1000만원,변경후,48000.0,1500.0,10000.0,1500.0,30000.0,1500.0,10000.0,1500.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
67611df0b140033f893c21f1,케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,1000만원,변경후,48000.0,14500.0,31458.531710442025,9000.0,48000.0,1500.0,30493.07729138167,1500.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
67612f7cb128bcafdae291c4,SK증권,/img/sub/ico_xls.gif,2015/06/01,1억원,변경후,500000.0,120000.0,250000.0,120000.0,500000.0,15000.0,250000.0,120000.0,증권통App 수수료율 변경
67612f7cb128bcafdae291cd,유화증권,/img/sub/ico_pdf.gif,2012/05/02,1억원,변경후,449160.0,59160.0,249160.0,18626.04380952381,449160.0,59160.0,249160.0,14638.94064516129,증권유관기관 수수료인하('12.5.2)부분 반영
67612f7cb128bcafdae291d9,NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,1억원,변경후,497200.0,96664.0,197164.0,197164.0,497200.0,96664.0,197164.0,197164.0,NAMUH 10000
67612f7cb128bcafdae291ed,현대차증권,/img/sub/ico_xlsx.gif,2013/07/01,1억원,변경후,498100.0,78100.0,248100.0,198100.0,76012.30627062706,10183.556628056627,30493.07729138167,14638.94064516129,* 코넥스 : 거래소 코스닥시장과 동일하게 적용(2013.07.01부)
67612f7cb128bcafdae291f3,아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,1억원,변경후,497200.0,97200.0,247200.0,97200.0,497200.0,97200.0,247200.0,97200.0,유관수수료인하
67612f7cb128bcafdae291f7,한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,1억원,변경후,497149.0,97149.0,247149.0,97149.0,76012.30627062706,14053.0,247149.0,14053.0,코스피/코스닥/장외단주/코넥스
67612f7cb128bcafdae29203,엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,1억원,변경후,450000.0,15000.0,100000.0,15000.0,300000.0,15000.0,100000.0,15000.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
67612f7cb128bcafdae29210,케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,1억원,변경후,425000.0,90000.0,31458.531710442025,90000.0,425000.0,15000.0,30493.07729138167,15000.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
67612f7cb128bcafdae29226,SK증권,/img/sub/ico_xls.gif,2015/06/01,10만원,변경후,500.0,1150.0,250.0,1150.0,500.0,15.0,250.0,1150.0,증권통App 수수료율 변경
67612f7cb128bcafdae2922f,유화증권,/img/sub/ico_pdf.gif,2012/05/02,10만원,변경후,440.0,70.0,240.0,18626.04380952381,440.0,70.0,240.0,14638.94064516129,증권유관기관 수수료인하('12.5.2)부분 반영
67612f7cb128bcafdae2923b,NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,10만원,변경후,497.0,499.0,697.0,697.0,497.0,499.0,697.0,697.0,NAMUH 10
67612f7cb128bcafdae29255,아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,10만원,변경후,497.0,497.0,247.0,497.0,497.0,497.0,247.0,497.0,유관기관수수료인하
67612f7cb128bcafdae2925b,한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,10만원,변경후,497.0,497.0,247.0,497.0,76012.30627062706,14.0,247.0,14.0,코스피/코스닥/장외단주/코넥스
67612f7cb128bcafdae29265,엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,10만원,변경후,480.0,15.0,100.0,15.0,300.0,15.0,100.0,15.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
67612f7cb128bcafdae29272,케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,10만원,변경후,500.0,500.0,31458.531710442025,90.0,500.0,15.0,30493.07729138167,15.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
67612f7cb128bcafdae29288,SK증권,/img/sub/ico_xls.gif,2015/06/01,50만원,변경후,2500.0,1750.0,1250.0,1750.0,2500.0,75.0,1250.0,1750.0,증권통App 수수료율 변경
67612f7cb128bcafdae29291,유화증권,/img/sub/ico_pdf.gif,2012/05/02,50만원,변경후,2490.0,390.0,1240.0,18626.04380952381,2490.0,390.0,1240.0,14638.94064516129,증권유관기관 수수료인하('12.5.2)부분 반영
67612f7cb128bcafdae2929d,NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,50만원,변경후,2486.0,1571.0,1486.0,1486.0,2486.0,1571.0,1486.0,1486.0,NAMUH 50
67612f7cb128bcafdae292b5,아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,50만원,변경후,2486.0,1686.0,1236.0,1686.0,2486.0,1686.0,1236.0,1686.0,유관수수료인하
67612f7cb128bcafdae292b9,한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,50만원,변경후,2486.0,2636.0,1236.0,2636.0,76012.30627062706,70.0,1236.0,70.0,코스피/코스닥/장외단주/코넥스
67612f7cb128bcafdae292c5,엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,50만원,변경후,2400.0,75.0,500.0,75.0,1500.0,75.0,500.0,75.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
67612f7cb128bcafdae292d2,케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,50만원,변경후,3750.0,2500.0,31458.531710442025,450.0,3750.0,75.0,30493.07729138167,75.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
67612f7cb128bcafdae292f1,유화증권,/img/sub/ico_pdf.gif,2012/05/02,100만원,변경후,4490.0,790.0,2490.0,18626.04380952381,4490.0,790.0,2490.0,14638.94064516129,증권유관기관 수수료인하('12.5.2)부분 반영
67612f7cb128bcafdae29300,NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,100만원,변경후,4972.0,2442.0,2472.0,2472.0,4972.0,2442.0,2472.0,2472.0,NAMUH 100
67612f7cb128bcafdae29303,한양증권,/img/sub/ico_hwp.gif,2021/09/06,100만원,변경후,4973.0,2173.0,0.0,1000.0,4973.0,2173.0,0.0,1000.0,ARS 서비스종료로 증권사지점개설계좌 수수료 기준삭제
67612f7cb128bcafdae29315,현대차증권,/img/sub/ico_xlsx.gif,2013/07/01,100만원,변경후,79405.50729335494,3081.0,31458.531710442025,18626.04380952381,76012.30627062706,10183.556628056627,30493.07729138167,14638.94064516129,* 코넥스 : 거래소 코스닥시장과 동일하게 적용(2013.07.01부) / ELW : 0.0681%(일괄적용)
67612f7cb128bcafdae2931b,아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,100만원,변경후,4972.0,2372.0,2472.0,2372.0,4972.0,2372.0,2472.0,2372.0,유관수수료인하
67612f7cb128bcafdae29321,한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,100만원,변경후,4971.0,3271.0,2471.0,3271.0,76012.30627062706,141.0,2471.0,141.0,코스피/코스닥/장외단주/코넥스
67612f7cb128bcafdae2932d,엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,100만원,변경후,4800.0,150.0,1000.0,150.0,3000.0,150.0,1000.0,150.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
67612f7cb128bcafdae2933a,케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,100만원,변경후,6000.0,3000.0,31458.531710442025,900.0,6000.0,150.0,30493.07729138167,150.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
67612f7cb128bcafdae29350,SK증권,/img/sub/ico_xls.gif,2015/06/01,500만원,변경후,25000.0,7500.0,12500.0,7500.0,25000.0,750.0,12500.0,7500.0,증권통App 수수료율 변경
67612f7cb128bcafdae29359,유화증권,/img/sub/ico_pdf.gif,2012/05/02,500만원,변경후,24950.0,3950.0,12450.0,18626.04380952381,24950.0,3950.0,12450.0,14638.94064516129,증권유관기관 수수료인하('12.5.2)부분 반영
67612f7cb128bcafdae29365,NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,500만원,변경후,24860.0,8908.0,9858.0,9858.0,24860.0,8908.0,9858.0,9858.0,NAMUH 500
67612f7cb128bcafdae2937d,아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,500만원,변경후,24860.0,4860.0,12360.0,4860.0,24860.0,4860.0,12360.0,4860.0,유관수수료인하
67612f7cb128bcafdae29381,한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,500만원,변경후,24857.0,7857.0,12357.0,7857.0,76012.30627062706,703.0,12357.0,703.0,코스피/코스닥/장외단주/코넥스
67612f7cb128bcafdae2938d,엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,500만원,변경후,24000.0,750.0,5000.0,750.0,15000.0,750.0,5000.0,750.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
67612f7cb128bcafdae2939a,케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,500만원,변경후,24000.0,9000.0,31458.531710442025,4500.0,24000.0,750.0,30493.07729138167,750.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
67612f7cb128bcafdae293b0,SK증권,/img/sub/ico_xls.gif,2015/06/01,1000만원,변경후,50000.0,14000.0,25000.0,14000.0,50000.0,1500.0,25000.0,14000.0,증권통App 수수료율 변경
67612f7cb128bcafdae293b9,유화증권,/img/sub/ico_pdf.gif,2012/05/02,1000만원,변경후,44910.0,5910.0,24910.0,18626.04380952381,44910.0,5910.0,24910.0,14638.94064516129,증권유관기관 수수료인하('12.5.2)부분 반영
67612f7cb128bcafdae293c5,NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,1000만원,변경후,49720.0,14916.0,19716.0,19716.0,49720.0,14916.0,19716.0,19716.0,NAMUH 1000
67612f7cb128bcafdae293d9,현대차증권,/img/sub/ico_xlsx.gif,2013/07/01,1000만원,변경후,79405.50729335494,15810.0,31458.531710442025,18626.04380952381,76012.30627062706,10183.556628056627,30493.07729138167,14638.94064516129,* 코넥스 : 거래소 코스닥시장과 동일하게 적용(2013.07.01부) / ELW : 0.0681%(일괄적용)
67612f7cb128bcafdae293df,아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,1000만원,변경후,49720.0,9720.0,24720.0,9720.0,49720.0,9720.0,24720.0,9720.0,유관수수료인하
67612f7cb128bcafdae293e3,한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,1000만원,변경후,49715.0,14215.0,24715.0,14215.0,76012.30627062706,1405.0,24715.0,1405.0,코스피/코스닥/장외단주/코넥스
67612f7cb128bcafdae293ef,엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,1000만원,변경후,48000.0,1500.0,10000.0,1500.0,30000.0,1500.0,10000.0,1500.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
67612f7cb128bcafdae293fc,케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,1000만원,변경후,48000.0,14500.0,31458.531710442025,9000.0,48000.0,1500.0,30493.07729138167,1500.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
67612fa0b128bcafdae29413,SK증권,/img/sub/ico_xls.gif,2015/06/01,1억원,변경후,500000.0,120000.0,250000.0,120000.0,500000.0,15000.0,250000.0,120000.0,증권통App 수수료율 변경
67612fa0b128bcafdae2941c,유화증권,/img/sub/ico_pdf.gif,2012/05/02,1억원,변경후,449160.0,59160.0,249160.0,18626.04380952381,449160.0,59160.0,249160.0,14638.94064516129,증권유관기관 수수료인하('12.5.2)부분 반영
67612fa0b128bcafdae29428,NH투자증권,/img/sub/ico_pdf.gif,2020/06/10,1억원,변경후,497200.0,96664.0,197164.0,197164.0,497200.0,96664.0,197164.0,197164.0,NAMUH 10000
67612fa0b128bcafdae2943c,현대차증권,/img/sub/ico_xlsx.gif,2013/07/01,1억원,변경후,498100.0,78100.0,248100.0,198100.0,76012.30627062706,10183.556628056627,30493.07729138167,14638.94064516129,* 코넥스 : 거래소 코스닥시장과 동일하게 적용(2013.07.01부)
67612fa0b128bcafdae29442,아이엠증권,/img/sub/ico_hwp.gif,2012/05/02,1억원,변경후,497200.0,97200.0,247200.0,97200.0,497200.0,97200.0,247200.0,97200.0,유관수수료인하
67612fa0b128bcafdae29446,한국투자증권,/img/sub/ico_pdf.gif,2021/11/25,1억원,변경후,497149.0,97149.0,247149.0,97149.0,76012.30627062706,14053.0,247149.0,14053.0,코스피/코스닥/장외단주/코넥스
67612fa0b128bcafdae29452,엘에스증권,/img/sub/ico_pdf.gif,2012/12/03,1억원,변경후,450000.0,15000.0,100000.0,15000.0,300000.0,15000.0,100000.0,15000.0,"거래금액 5천만원 미만 : 0.48%
거래금액 5천~3억 미만 : 0.45%
거래금액 3억이상        : 0.38%"
67612fa0b128bcafdae2945f,케이프투자증권,/img/sub/ico_doc.gif,2015/04/20,1억원,변경후,425000.0,90000.0,31458.531710442025,90000.0,425000.0,15000.0,30493.07729138167,15000.0,"1. 고객등급 실버등급은 당일 종목당 매수/매도 매체별 합산 하여 50만원 미만시 종목당 500원 추가
2. 직전 3개월 거래월 평균 수수료+이자(신용/대출) 금액이 1만원 미만 계좌는 영업점 계좌 수수료율로 변경됨.(고객이 1만원 선취수수료 납부 시 납부월 무료수수료(유관기관 및 제비용 제외) 제공 및 은행지점계좌 수수료율 유지)"
